Instance ID,Skeletal code,Co-authors associated with analyzing this sample,Skeletal element,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)","Date mean in BP [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform disribution between the two bounds for a contextual date]","Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990�40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE",Confidence of archaeological and chronological contextualization for the genetic data for this individual,"Group ID (the suffix ""_lc"" indicates fewer than 15000 SNPs covered on the 1240k target set)",Included in population genetic analysis (also indicated if included in Figure 3),Locality,Excavation reference if available,Country or Region,Latitude,Longitude,Data type,Number of Libraries,Average coverage on autosomal targets,SNPs hit on autosomal targets,Genetic Sex,Family ID and position within family,Sum total of ROH segments >4cM from hapROH,Sum total of ROH segments >20cM from hapROH,Y chromosome haplogroup (called only for males with 1240K data and only if >50000 autosomal SNPs hit), mtDNA coverage ,mtDNA haplogroup only called if >2x coverage,mtDNA match to consensus if >2x coverage,Damage rate in first nucleotide on sequences overlapping 1240k targets for samples processed at Harvard; C->T_CpG_5 for samples processed in China,Xcontam ANGSD SNPs (only if male),Xcontam ANGSD MOM 95% CI truncated at 0 (only if male and  SNPs > 200),ContamLD contamination 95% CI (Ccorrecting bias with damage-restricted sequences and only reported for samples covered by at least 100000 autosomal SNPs),Library type,LibraryID(s), Percent human sequences by library (computed on shotgun data) ,Qualitative assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6357,"AT_324, MONU_324","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous (CBD),"Context: Based on dates from the same cultural context (I12960, I12969, I12971, I13178, I13963, I6349, I6352, I6353, I6365, I6368, I6369, I7032, I13958, I6368, I17652) [ignore a date of 1279-1384 calCE (680�15 BP, PSUAMS-7278) on a mandible for this individual because it mismatches the archaeological chronology as well as the genetic data, potentially due to sample mix-up; post-cranial element taken from a box separate from the petrous bone analyzed]",2200,202,1100-400 BCE,"Minor warning - The genetic data are from cranial base drilling in 2016, while the 14C date of 1279-1384 calCE (680�15 BP, PSUAMS-7278) is from a post-cranial element sampled in 2019 from a box different from the cranium, raising the possibility of sample mixup. Genetically, the individual matches to other individuals from the Slab Grave cultural context, so we ignore the direct 14C date for the post-cranial element and assign the chronology based on the other directly dated individuals in our dataset from the Slab Grave context with whom this individual clusters genetically.",Mongolia_EIA_SlabGrave_1A,Yes and plotted in Figure 3,"Tuv aimag, Altabulag sum, Tariat Brigad ????? ?????? Tomb 5","Excavations: Navaan D. , Konovalov P.B. 1983 Publication: ?????????, 2016. P. 9",Mongolia,47.7,106.4,1240K capture,1,1.077627,675885,F,n/a (no relatives detected),294,179,n/a (female), 146 ,D4b2,"[0.965,0.977]",0.106,n/a (female),n/a (female),"[0,0.014]",ds.UDG.half,S6357.E1.L1, 0.0691 ,"PASS (the upper bound of the match rate to the mtDNA consensus is 0.977 but we deem the sample to be of high quality because the contamLD estimate after damage correction is <0.02 [0,0.014])",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6228,"AT_119, Grave #44, Burial 1, MONU_119, Grave #44, Burial 1","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous (CBD),Direct: IntCal20; R_combine,1919,33,"40 calBCE - 109 calCE (1985�15 BP) [R_combine: (1950�20 BP, PSUAMS-7395); (2024�21 BP, MAMS-41135)]","Confident - The genetic data are from cranial base drilling in 2016, while the two dates are on post-cranial elements but agree with each other. This individual clusters genetically with previously reported individuals from a Xiongnu context.",Mongolia_EIA_Xiongnu_7,Yes and plotted in Figure 3,"Uvs aimag, Ulaangom sum, Chandman Uul ????????? ??? (Ulaangom  ???????? cemetery) Grave #44","Excavations: Volkov V., Ser-Odzhav N. 1972-1974 Publication: Novgorodova et al. 1982",Mongolia,49.96,92.05,1240K capture,1,3.968,823413,M,n/a (no relatives detected),0,0,C2a1a1b1b-Y11605, 578 ,D4j12,"[0.989,0.997]",0.069,905,"[0.000,0.006]","[0,0.006]",ds.UDG.half,S6228.E1.L1, 0.6478 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I13175,"AT_679, 882","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Tumen, Dashtseveg; Erdenebaatar, Diimaajav; Kovalev, Alexey",petrous,Direct: IntCal20,1483,41,"408-537 calCE (1625�20 BP, UCIAMS-226554, PSUG-5469)","Confident - The genetic data and direct 14C date are from the same exported petrous bone. While this individual is the only representative of their genetic cluster, the archaeological context is consistent with the direct date.",Mongolia_IA_Xianbei,Yes and plotted in Figure 3,"Khovd, Bulgan sum, Uliastai deed denj ??????? ???? ???? II kurgan 1 burial 1 (secondary)","Excavations: Kovalev A., Erdenebaatar D. 2005",Mongolia,45.39,90.798,1240K capture,1,5.534433,848539,M,n/a (no relatives detected),4,0,R1b2b-BY14575, 515 ,D4b1a2a,"[0.986,0.997]",0.065,6866,"[0.002,0.005]","[0,0.005]",ds.UDG.half,S13175.Y1.E1.L1, 0.6805 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I13176,"AT_678, 883","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Tumen, Dashtseveg; Erdenebaatar, Diimaajav; Kovalev, Alexey",petrous,Direct: IntCal20,1011,32,"891-991 calCE (1115�20 BP, UCIAMS-226555, PSUG-5470)","Minor warning - The genetic data and direct 14C date are from the same exported petrous bone. However, this individual is the only representative of their genetic cluster and the archaeological context is not fully clear, so we do not plot the data from the associated cluster in Figure 3.",Mongolia_Medieval,Yes,"Khovd, Bulgan sum, Hudzhirtyn gol ???????? ??? II, kurgan 1 burial 3 (secondary)","Excavations: Kovalev A., Erdenebaatar D. 2005",Mongolia,45.35,90.85,1240K capture,1,0.79158,546668,M,n/a (no relatives detected),5,0,R1b2-BY14355, 151 ,D4i,"[0.969,0.987]",0.102,1069,"[0.000,0.002]","[0,0.052]",ds.UDG.half,S13176.Y1.E1.L1, 0.3461 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I12974,"AT_983, 703","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous,Direct: IntCal20,682,13,"1229-1287 calCE (750�20 BP, UCIAMS-226548, PSUG-5463)","Confident - The genetic data and direct 14C date are from the same exported petrous bone, and the chronology and Mongol archaeological assignment agree. Thus, we treat the assignment as confident even though this individual is the only representative of their genetic cluster.",Mongolia_Mongol,Yes and plotted in Figure 3,"Khentii, Murun sum, Bus khairkhan ??? ??????? Tomb 3","Excavations: Ulziibayar S., Ochir A., 2016",Mongolia,47.381667,110.316944,1240K capture,1,4.675452,846401,F,n/a (no relatives detected),0,0,n/a (female), 545 ,C4a1a+195,"[0.987,0.997]",0.091,n/a (female),n/a (female),"[0,0.008]",ds.UDG.half,S12974.Y1.E1.L1, 0.5850 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I13961,"AT_500, 994","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous,Direct: IntCal20,609,38,"1285-1389 calCE (660�15 BP, PSUAMS-7114)","Confident - The genetic data and direct 14C date are from the same exported petrous bone, and the chronology and Mongol archaeological assignment agree. Thus, we treat the assignment as confident even though this individual is the only representative of their genetic cluster.",Mongolia_Mongol,Yes and plotted in Figure 3,"Dornod aimag, Gurvanzagal sum Tsagaan chuluut ?????? ?????? kurgan 1",Excavations: Navaan 1968,Mongolia,46.15,114.87,1240K capture,1,0.744723,527485,F,n/a (no relatives detected),0,0,n/a (female), 139 ,A+152+16362,"[0.974,0.990]",0.095,n/a (female),n/a (female),"[0,0.003]",ds.UDG.half,S13961.Y1.E2.L1, 0.1156 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I3354,"Popov33, Cemetery 2, Burial 4","Popov, Alexander; Kim, Alexander; Tabarev, Andrei;  Nikitin, Yuri",tooth,Direct: IntCal20,7237,50,"5368-5216 calBCE (6325�35 BP, PSUAMS-2070)",Confident - The genetic data clusters this individual with others from the Boisman cemetery as well as previously published Amur River Basin Neolithic individuals from the Devil's Gate site. The direct 14C date on this individual is consistent with other dates from the Boisman cemetery.,Russia_MN_Boisman,Yes,"Primorsky Krai, Boisman-2. Excavations: Popov, 1998-1999.Publication: Popov, 2008",..,Russia,42.78944444,131.2761111,1240K capture,1,0.381,340610,F,n/a (no relatives detected),n/a (too few SNPs),n/a (too few SNPs),n/a (female), 674 ,D4,"[0.993,0.998]",0.051,n/a (female),n/a (female),"[0,0.085]",ds.UDG.half,S3354.E1.L1, 0.0256 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I1196,"Popov30, Cemetery 2, Burial 4A","Popov, Alexander; Kim, Alexander; Tabarev, Andrei;  Nikitin, Yuri",tooth,Direct: IntCal20,7058,64,"5211-5001 calBCE (6155�35 BP, Poz-83476)",Confident - The genetic data clusters this individual with others from the Boisman cemetery as well as previously published Amur River Basin Neolithic individuals from the Devil's Gate site. The direct 14C date on this individual is consistent with other dates from the Boisman cemetery.,Russia_MN_Boisman,Yes,"Primorsky Krai, Boisman-2. Excavations: Popov, 1998-1999.Publication: Popov, 2008",..,Russia,42.78944444,131.2761111,1240K capture,1,0.265,256134,F,n/a (no relatives detected),n/a (too few SNPs),n/a (too few SNPs),n/a (female), 109 ,C5b1,"[0.996,1.000]",0.089,n/a (female),n/a (female),"[0,0.042]",ds.UDG.half,S1196.E1.L2, 0.0185 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I1198,"Popov41, Cemetery 2, Burial 6","Popov, Alexander; Kim, Alexander; Tabarev, Andrei;  Nikitin, Yuri",tooth,Direct: IntCal20,6872,61,"5036-4799 calBCE (6030�40 BP, Poz-83478)",Confident - The genetic data clusters this individual with others from the Boisman cemetery as well as previously published Amur River Basin Neolithic individuals from the Devil's Gate site. The direct 14C date on this individual is consistent with other dates from the Boisman cemetery.,Russia_MN_Boisman,Yes,"Primorsky Krai, Boisman-2. Excavations: Popov, 1998-1999.Publication: Popov, 2008",..,Russia,42.78944444,131.2761111,1240K capture,1,0.091,101084,F,n/a (no relatives detected),n/a (too few SNPs),n/a (too few SNPs),n/a (female), 276 ,D4l2,"[0.999,1.000]",0.08,n/a (female),n/a (female),"[0,0]",ds.UDG.half,S1198.E1.L2, 0.0127 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I1193,"Popov10, Cemetery 2, Burial 1","Popov, Alexander; Kim, Alexander; Tabarev, Andrei;  Nikitin, Yuri",tooth,Direct: IntCal20,6832,52,"4989-4794 calBCE (5995�35 BP, Poz-83474)",Confident - The genetic data clusters this individual with others from the Boisman cemetery as well as previously published Amur River Basin Neolithic individuals from the Devil's Gate site. The direct 14C date on this individual is consistent with other dates from the Boisman cemetery.,Russia_MN_Boisman,Yes,"Primorsky Krai, Boisman-2. Excavations: Popov, 1998-1999.Publication: Popov, 2008",..,Russia,42.78944444,131.2761111,1240K capture,1,0.584,466619,M,n/a (no relatives detected),102,22,C2a1a-F1788, 324 ,C5b,"[0.991,0.997]",0.049,439,"[0.000,0.011]","[0,0.051]",ds.UDG.half,S1193.E1.L2, 0.0309 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I3355,"Popov39, Cemetery 2, Burial 5","Popov, Alexander; Kim, Alexander; Tabarev, Andrei;  Nikitin, Yuri",tooth,Direct: IntCal20,6821,52,"4989-4787 calBCE (5985�35 BP, PSUAMS-2114)",Confident - The genetic data clusters this individual with others from the Boisman cemetery as well as previously published Amur River Basin Neolithic individuals from the Devil's Gate site. The direct 14C date on this individual is consistent with other dates from the Boisman cemetery.,Russia_MN_Boisman,Yes,"Primorsky Krai, Boisman-2. Excavations: Popov, 1998-1999.Publication: Popov, 2008",..,Russia,42.78944444,131.2761111,1240K capture,1,1.852,770483,M,n/a (no relatives detected),207,22,C2a1a-F3927, 689 ,C5a,"[0.992,0.998]",0.068,3225,"[0.004,0.010]","[0,0.026]",ds.UDG.half,S3355.E1.L1, 0.1104 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I1197,"Popov35, Cemetery 2, Burial 5A","Popov, Alexander; Kim, Alexander; Tabarev, Andrei;  Nikitin, Yuri",tooth,Direct: IntCal20,6804,57,"4983-4726 calBCE (5970�40 BP, Poz-83477)",Confident - The genetic data clusters this individual with others from the Boisman cemetery as well as previously published Amur River Basin Neolithic individuals from the Devil's Gate site. The direct 14C date on this individual is consistent with other dates from the Boisman cemetery.,Russia_MN_Boisman,Yes,"Primorsky Krai, Boisman-2. Excavations: Popov, 1998-1999.Publication: Popov, 2008",..,Russia,42.78944444,131.2761111,1240K capture,1,0.541,446862,F,n/a (no relatives detected),163,24,n/a (female), 587 ,C5a,"[0.995,0.999]",0.091,n/a (female),n/a (female),"[0,0.012]",ds.UDG.half,S1197.E1.L2, 0.0683 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I1190,"Popov3, Cemetery 1, Burial 2A","Popov, Alexander; Kim, Alexander; Tabarev, Andrei;  Nikitin, Yuri",tooth,Direct: IntCal20,6675,126,"4988-4462 calBCE (5860�100 BP, TERRA-06129717)",Confident - The genetic data clusters this individual with others from the Boisman cemetery as well as previously published Amur River Basin Neolithic individuals from the Devil's Gate site. The direct 14C date on this individual is consistent with other dates from the Boisman cemetery.,Russia_MN_Boisman,Yes,"Primorsky Krai, Boisman-2. Excavations: Popov and Krupyanko, 1991-1992.Publication: Popov, 1997",..,Russia,42.78944444,131.2761111,1240K capture,1,1.668,736608,F,n/a (no relatives detected),130,25,n/a (female), 442 ,D4e5,"[0.996,0.999]",0.046,n/a (female),n/a (female),"[0,0.012]",ds.UDG.half,S1190.E1.L2, 0.2369 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I1194,"Popov15, Cemetery 2, Burial 2","Popov, Alexander; Kim, Alexander; Tabarev, Andrei;  Nikitin, Yuri",bone (long bone),Direct: IntCal20,6652,55,"4795-4556 calBCE (5840�35 BP, Poz-83475)",Confident - The genetic data clusters this individual with others from the Boisman cemetery as well as previously published Amur River Basin Neolithic individuals from the Devil's Gate site. The direct 14C date on this individual is consistent with other dates from the Boisman cemetery.,Russia_MN_Boisman,Yes,"Primorsky Krai, Boisman-2. Excavations: Popov, 1998-1999.Publication: Popov, 2008",..,Russia,42.78944444,131.2761111,1240K capture,4,0.184206,190194,F,n/a (no relatives detected),n/a (too few SNPs),n/a (too few SNPs),n/a (female), .. ,C5a,..,..,n/a (female),n/a (female),"[0,0.068]","ds.UDG.half,ds.UDG.half,ds.UDG.half,ds.UDG.half","S1194.E1.L2,S1194.E1.L4,S1194.E1.L3,S1194.E1.L5"," 0.01870,0.01580,0.01710,0.02180 ",PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I1202,"Popov53, Pospelovo-1, Burial 1, Skeleton 1","Popov, Alexander; Kim, Alexander; Tabarev, Andrei;  Nikitin, Yuri",tooth,Direct: IntCal20,2850,48,"997-825 calBCE (2760�35 BP, Poz-83438)",Confident - A direct date on the same sample used to produce DNA matches the archaeological context.,Russia_IA_Yankovsky,Yes,"Pospelovo 1, Primorsky Krai. Excavations: Popov, 2008.Publication: Popov, 2009",..,Russia,43.06138889,131.8866667,1240K capture,1,2.965,725416,M,n/a (no relatives detected),74,45,N1a-F1206, 407 ,C5b,"[0.990,0.997]",0.082,3602,"[0.003,0.008]","[0,0.002]",ds.UDG.half,S1202.E1.L1, 0.2517 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I3358,"Popov72, Burial 6","Popov, Alexander; Kim, Alexander; Tabarev, Andrei;  Nikitin, Yuri",bone (phalanx),Direct: IntCal20,769,35,"1053-1223 calCE (875�20 BP, PSUAMS-2115)","Confident - A direct date on the sample used for DNA matches the archaeological context, and genetically this individual clusters with another individual from the same site who has a matching direct date.",Heishui_Mohe_EarlyMedieval,Yes,"Roshino-4, Primorsky Krai, Excavations: Nikitin, 1990.Publication: Nikitin et al.1999",..,Russia,45.91361111,134.8769444,1240K capture,1,0.333,305914,F,n/a (no relatives detected),n/a (too few SNPs),n/a (too few SNPs),n/a (female), 141 ,D4a1,"[0.975,0.987]",0.036,n/a (female),n/a (female),"[0,0.029]",ds.UDG.half,S3358.E1.L1, 0.0297 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I14773,Popov_25: Boysmana-II; Cemetery-2; Burial-3/5,"Popov, Alexander; Kim, Alexander; Tabarev, Andrei;  Nikitin, Yuri",tooth,"Context: Date(s) of parent, I3356",5625,43,3750-3600 BCE,Confident - The genetic data clusters this individual with others from the Boisman cemetery as well as previously published Amur River Basin Neolithic individuals from the Devil's Gate site; they are also genetically detected as part of a six-person nuclear family with a directly dated individual I3356.,Russia_MN_Boisman_son.I3356.son.I14819.brother.I14772.brother.I14771.brother.I14774,No (first degree relative of another higher coverage individual in the dataset),"Primorsky Krai, Boisman-2. Excavations: Popov, 1998-1999.Publication: Popov, 2008",..,Russia,42.78944444,131.2761111,1240K capture,1,0.016992,20103,M,"Russia, Primorsky Krai, Boisman-2 Family A (6 members) I14771-I14772-I14773-I14774-I3356-I14819 have a son-daughter-son2-daughter2-father-mother relationship ",n/a (too few SNPs),n/a (too few SNPs),n/a (<50000 SNPs), 54 ,C5a,"[0.982,0.995]",0.097,8,n/a (<200 SNPs),n/a (<100000 SNPs covered so too low coverage to compute),ds.UDG.half,S14773.Y1.E1.L1, 0.0037 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I14771,Popov_22: Boysmana-II; Cemetery-2; Burial-3/4,"Popov, Alexander; Kim, Alexander; Tabarev, Andrei;  Nikitin, Yuri",tooth,"Context: Date(s) of parent, I3356",5625,43,3750-3600 BCE,Confident - The genetic data clusters this individual with others from the Boisman cemetery as well as previously published Amur River Basin Neolithic individuals from the Devil's Gate site; they are also genetically detected as part of a six-person nuclear family with a directly dated individual I3356.,Russia_MN_Boisman_son.I3356.son.I14819.brother.I14772.brother.I14773.brother.I14774,No (first degree relative of another higher coverage individual in the dataset),"Primorsky Krai, Boisman-2. Excavations: Popov, 1998-1999.Publication: Popov, 2008",..,Russia,42.78944444,131.2761111,1240K capture,1,0.050506,58853,M,"Russia, Primorsky Krai, Boisman-2 Family A (6 members) I14771-I14772-I14773-I14774-I3356-I14819 have a son-daughter-son2-daughter2-father-mother relationship ",n/a (too few SNPs),n/a (too few SNPs),C2a-F1906, 33 ,C5a,"[0.991,1.000]",0.082,10,n/a (<200 SNPs),n/a (<100000 SNPs covered so too low coverage to compute),ds.UDG.half,S14771.Y1.E1.L1, 0.0020 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I14772,Popov_23: Boysmana-II; Cemetery-2; Burial-3/6,"Popov, Alexander; Kim, Alexander; Tabarev, Andrei;  Nikitin, Yuri",tooth,"Context: Daughter of directly dated, I3356",5625,43,3750-3600 BCE,Confident - The genetic data clusters this individual with others from the Boisman cemetery as well as previously published Amur River Basin Neolithic individuals from the Devil's Gate site; they are also genetically detected as part of a six-person nuclear family with a directly dated individual I3356.,Russia_MN_Boisman_son.I3356.son.I14819.brother.I14771.brother.I14773.brother.I14774,No (first degree relative of another higher coverage individual in the dataset),"Primorsky Krai, Boisman-2. Excavations: Popov, 1998-1999.Publication: Popov, 2008",..,Russia,42.78944444,131.2761111,1240K capture,1,0.02706,31449,F,"Russia, Primorsky Krai, Boisman-2 Family A (6 members) I14771-I14772-I14773-I14774-I3356-I14819 have a son-daughter-son2-daughter2-father-mother relationship ",n/a (too few SNPs),n/a (too few SNPs),n/a (female), 65 ,C5a,"[0.991,1.000]",0.098,n/a (female),n/a (female),n/a (<100000 SNPs covered so too low coverage to compute),ds.UDG.half,S14772.Y1.E1.L1, 0.0034 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I14774,Popov_28: Boysmana-II; Cemetery-2; Burial-3/7,"Popov, Alexander; Kim, Alexander; Tabarev, Andrei;  Nikitin, Yuri",tooth,"Context: Daughter of directly dated, I3356",5625,43,3750-3600 BCE,Confident - The genetic data clusters this individual with others from the Boisman cemetery as well as previously published Amur River Basin Neolithic individuals from the Devil's Gate site; they are also genetically detected as part of a six-person nuclear family with a directly dated individual I3356.,Russia_MN_Boisman_son.I3356.son.I14819.brother.I14772.brother.I14771.brother.I14773,No (first degree relative of another higher coverage individual in the dataset),"Primorsky Krai, Boisman-2. Excavations: Popov, 1998-1999.Publication: Popov, 2008",..,Russia,42.78944444,131.2761111,1240K capture,1,0.140698,152353,F,"Russia, Primorsky Krai, Boisman-2 Family A (6 members) I14771-I14772-I14773-I14774-I3356-I14819 have a son-daughter-son2-daughter2-father-mother relationship ",n/a (too few SNPs),n/a (too few SNPs),n/a (female), 86 ,C5a,"[0.978,0.992]",0.069,n/a (female),n/a (female),"[0,0.108]",ds.UDG.half,S14774.Y1.E1.L1, 0.0112 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I14819,Popov_20: Boysmana-II; Cemetery-2; Burial-3/3,"Popov, Alexander; Kim, Alexander; Tabarev, Andrei;  Nikitin, Yuri",tooth,"Context: Mate with directly dated, I3356",5625,43,3750-3600 BCE,Confident - The genetic data clusters this individual with others from the Boisman cemetery as well as previously published Amur River Basin Neolithic individuals from the Devil's Gate site; they are also genetically detected as part of a six-person nuclear family with a directly dated individual I3356.,Russia_MN_Boisman,Yes,"Primorsky Krai, Boisman-2. Excavations: Popov, 1998-1999.Publication: Popov, 2008",..,Russia,42.78944444,131.2761111,1240K capture,1,0.457732,401799,F,"Russia, Primorsky Krai, Boisman-2 Family A (6 members) I14771-I14772-I14773-I14774-I3356-I14819 have a son-daughter-son2-daughter2-father-mother relationship ",72,0,n/a (female), 260 ,C5a,"[0.989,0.999]",0.11,n/a (female),n/a (female),"[0,0]",ds.UDG.half,S14819.Y1.E1.L1, 0.0357 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I3356,"Popov46, Cemetery 2, Burial 3","Popov, Alexander; Kim, Alexander; Tabarev, Andrei;  Nikitin, Yuri",tooth,Direct: IntCal20,5605,24,"3705-3633 calBCE (4875�20 BP, PSUAMS-2160)",Confident - The genetic data clusters this individual with others from the Boisman cemetery as well as previously published Amur River Basin Neolithic individuals from the Devil's Gate site. The direct 14C date on this individual is also consistent with previously reported radiocarbon dates from the cemetery.,Russia_MN_Boisman,Yes,"Primorsky Krai, Boisman-2. Excavations: Popov, 1998-1999.Publication: Popov, 2008",..,Russia,42.78944444,131.2761111,1240K capture,1,1.998,775129,M,"Russia, Primorsky Krai, Boisman-2 Family A (6 members) I14771-I14772-I14773-I14774-I3356-I14819 have a son-daughter-son2-daughter2-father-mother relationship ",141,44,C2a1a-F1788, 502 ,C5b1,"[0.996,1.000]",0.045,3578,"[0.000,0.005]","[0,0.015]",ds.UDG.half,S3356.E1.L1, 0.0744 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
